0,2783918982.0
1,2058662225.0
2,963420425.0
3,879620923.0
4,1084439099.0
5,260002115.0
6,282778100.0
7,586581936.0
8,890875303.0
9,890875303.0
10,1404705868.0
11,1150864745.0
12,868160194.0
13,1017003568.0
14,935083686.0
15,960366855.0
16,955119788.0
17,1045663875.0
18,374085065.0
19,591692078.0
20,1066215812.0
21,667999518.0
22,417341288.0
23,757890267.0
24,1670328025.0
25,836519699.0
26,1104039076.0
27,459359555.0
28,322241588.0
29,305218228.0
30,2207615668.0
31,1069818229.0
32,1215392272.0
33,783705001.0
34,1110526981.0
35,1110526981.0
36,743588329.0
37,490359051.0
38,490359051.0
39,747862775.0
40,708996336.0
41,560155383.0
42,397562763.0
43,397562763.0
44,788408539.0
45,365491792.0
46,231201172.0
47,314594597.0
48,1123790543.0
49,197687603.0
50,1514019071.0
51,467381584.0
52,531514650.0
53,315709697.0
54,411002906.0
55,334354269.0
56,582443126.0
57,1002891358.0
58,786558145.0
59,554606532.0
60,196968626.0
61,720539572.0
62,758536735.0
63,532590994.0
64,180047784.0
65,181982519.0
66,530842489.0
67,364406256.0
68,853923085.0
69,731542621.0
70,381687380.0
71,294387183.0
72,302469017.0
73,221229335.0
74,405760225.0
75,174131329.0
76,264246220.0
77,151659062.0
78,771172112.0
79,623561331.0
80,714401889.0
81,703545589.0
82,319090241.0
83,401016924.0
84,433058296.0
85,277279693.0
86,756244673.0
87,652127828.0
88,494870991.0
89,496511521.0
90,665417894.0
91,379262220.0
92,807330936.0
93,650523427.0
94,355408305.0
95,329809326.0
96,217986320.0
97,181674817.0
98,433125655.0
99,418186950.0
100,440160956.0
101,167297191.0
102,449239855.0
103,1274234980.0
104,942943935.0
105,896911078.0
106,738576929.0
107,585532684.0
108,624234272.0
109,475825484.0
110,626549695.0
111,644600394.0
112,359142722.0
113,700868363.0
114,449326618.0
115,599516844.0
116,374825760.0
117,402231063.0
118,664837547.0
119,373136354.0
120,427289109.0
121,397501348.0
122,490875846.0
123,319713881.0
124,287594577.0
125,292817841.0
126,305270083.0
127,194995215.0
128,238202668.0
129,205440387.0
130,142634358.0
131,39549758.0
132,179357126.0
133,746921271.0
134,694713230.0
135,616102924.0
136,448191819.0
137,269806430.0
138,306900902.0
139,121671925.0
140,431942139.0
141,385680446.0
142,554600000.0
143,370569776.0
144,518628619.0
145,375740705.0
146,456810575.0
147,203018919.0
148,268314513.0
149,268314513.0
150,118515678.0
151,133553464.0
152,821706375.0
153,184068357.0
154,76416746.0
155,263417913.0
156,245229234.0
157,85131830.0
158,573068425.0
159,532037894.0
160,361730660.0
161,245504574.0
162,212912137.0
163,286896578.0
164,237177349.0
165,157956466.0
166,163818556.0
167,606836535.0
168,367650911.0
169,864868047.0
170,796688549.0
171,442161562.0
172,631910531.0
173,518602163.0
174,554987477.0
175,321887208.0
176,273271982.0
177,493738435.0
178,290650494.0
179,373993951.0
180,251499665.0
181,215080810.0
182,79072464.0
183,356148063.0
184,356546621.0
185,1341511219.0
186,766652288.0
187,974755371.0
188,634954103.0
189,960283305.0
190,767820459.0
191,629969804.0
192,535663443.0
193,556319450.0
194,399005706.0
195,280355920.0
196,238317814.0
197,61698899.0
198,345141403.0
199,328711434.0
200,288215319.0
201,607987022.0
202,229545589.0
203,200421835.0
204,227200000.0
205,286192091.0
206,287916633.0
207,166000000.0
208,107212751.0
209,93394462.0
210,49628177.0
211,258751370.0
212,1027044677.0
213,848998877.0
214,656695615.0
215,559757719.0
216,416456852.0
217,178200000.0
218,164602163.0
219,77628265.0
220,132999811.0
221,232017848.0
222,716392705.0
223,579446407.0
224,486124090.0
225,469590832.0
226,563749323.0
227,382288147.0
228,362989076.0
229,339504276.0
230,215300000.0
231,330780051.0
232,208370892.0
233,229155503.0
234,263880341.0
235,348547523.0
236,152364370.0
237,89737191.0
238,76482461.0
239,150468000.0
240,887217688.0
241,133818283.0
242,87683966.0
243,640055863.0
244,348629585.0
245,298815224.0
246,270997378.0
247,269065678.0
248,10364769.0
249,232643008.0
250,457683805.0
251,212282709.0
252,358824714.0
253,130673154.0
254,878979634.0
255,513815401.0
256,336529144.0
257,331323410.0
258,449948323.0
259,310650574.0
260,365300000.0
261,267985456.0
262,236827677.0
263,170936470.0
264,391976723.0
265,262794441.0
266,234400000.0
267,325500000.0
268,169296573.0
269,311979256.0
270,99123656.0
271,249488115.0
272,212026975.0
273,96221971.0
274,145395745.0
275,171377916.0
276,139716717.0
277,121100000.0
278,69548641.0
279,82145379.0
280,209461378.0
281,91800000.0
282,97523020.0
283,103039258.0
284,59918422.0
285,13835130.0
286,7094995.0
287,244778411.0
288,435040395.0
289,183124621.0
290,879765137.0
291,159691085.0
292,223050874.0
293,169511609.0
294,263900000.0
295,65700000.0
296,94894448.0
297,94894448.0
298,110623265.0
299,936429370.0
300,1141408667.0
301,934703179.0
302,273330185.0
303,365900000.0
304,482860185.0
305,162839667.0
306,614726752.0
307,304249198.0
308,18517322.0
309,188536838.0
310,587790539.0
311,511358276.0
312,347425832.0
313,498438212.0
314,859701857.0
315,288693989.0
316,487519809.0
317,289660619.0
318,259736090.0
319,303500000.0
320,191091250.0
321,239373970.0
322,165900000.0
323,202910991.0
324,366101666.0
325,235296080.0
326,186049020.0
327,203902107.0
328,244126300.0
329,235900000.0
330,155750628.0
331,191200000.0
